set	category	size	url	local_path	rationale
nd2-modern-uicomp-feature	nd2	255537152	https://downloads.openmicroscopy.org/images/ND2/jonas/100217_OD122_001.nd2	external-fixtures/data/nd2/downloads.openmicroscopy.org/jonas/100217_OD122_001.nd2	Targeted modern chunked ImageDataSeq candidate with uiComp=2; closes the bounded multi-component ND2 audit gap.
nd2-feature	nd2	85662132	https://downloads.openmicroscopy.org/images/ND2/aryeh/Time%20sequence%2024.nd2	external-fixtures/data/nd2/downloads.openmicroscopy.org/aryeh/Time%20sequence%2024.nd2	Moderate-size public files for broader format feature coverage.
nd2-feature	nd2	89623417	https://downloads.openmicroscopy.org/images/ND2/aryeh/por003.nd2	external-fixtures/data/nd2/downloads.openmicroscopy.org/aryeh/por003.nd2	Moderate-size public files for broader format feature coverage.
nd2-feature	nd2	191952615	https://downloads.openmicroscopy.org/images/ND2/aryeh/weekend002.nd2	external-fixtures/data/nd2/downloads.openmicroscopy.org/aryeh/weekend002.nd2	Moderate-size public files for broader format feature coverage.
nd2-feature	nd2	255537152	https://downloads.openmicroscopy.org/images/ND2/jonas/100217_OD122_001.nd2	external-fixtures/data/nd2/downloads.openmicroscopy.org/jonas/100217_OD122_001.nd2	Moderate-size public files for broader format feature coverage.
nd2-feature	nd2	277604034	https://downloads.openmicroscopy.org/images/ND2/aryeh/multipoint.nd2	external-fixtures/data/nd2/downloads.openmicroscopy.org/aryeh/multipoint.nd2	Moderate-size public files for broader format feature coverage.
nd2-regression-large	nd2	788786722	https://downloads.openmicroscopy.org/images/ND2/aryeh/4_con_2_1_cot002.nd2	external-fixtures/data/nd2/downloads.openmicroscopy.org/aryeh/4_con_2_1_cot002.nd2	Large public regression/stress files; not for routine CI.
nd2-regression-large	nd2	1701302272	https://downloads.openmicroscopy.org/images/ND2/aryeh/rfp_h2a_cells_02.nd2	external-fixtures/data/nd2/downloads.openmicroscopy.org/aryeh/rfp_h2a_cells_02.nd2	Large public regression/stress files; not for routine CI.
nd2-regression-large	nd2	1962758144	https://downloads.openmicroscopy.org/images/ND2/aryeh/qa-9507/control003.nd2	external-fixtures/data/nd2/downloads.openmicroscopy.org/aryeh/qa-9507/control003.nd2	Large public regression/stress files; not for routine CI.
nikon-nef-d70-compression-34713-smoke	nikon-nef	5488179	https://raw.pixls.us/data/Nikon/D70/20170902_0047.NEF	external-fixtures/data/nikon-nef/raw.pixls.us/data/Nikon/D70/20170902_0047.NEF	Targeted raw.pixls Nikon D70 NEF candidate; primary coverage for TIFF Compression 34713.
nikon-nef-d40-d50-alternates-smoke	nikon-nef	5844273	https://raw.pixls.us/data/Nikon/D40/DSC_1842.NEF	external-fixtures/data/nikon-nef/raw.pixls.us/data/Nikon/D40/DSC_1842.NEF	Optional raw.pixls Nikon D40 NEF alternate for legacy Nikon compressed RAW coverage.
nikon-nef-d40-d50-alternates-smoke	nikon-nef	5970470	https://raw.pixls.us/data/Nikon/D50/DSC_5155.NEF	external-fixtures/data/nikon-nef/raw.pixls.us/data/Nikon/D50/DSC_5155.NEF	Optional raw.pixls Nikon D50 NEF alternate for legacy Nikon compressed RAW coverage.
nikon-nrw-p7000-smoke	nikon-nrw	16058749	https://raw.pixls.us/data/Nikon/Coolpix%20P7000/RAW_NIKON_P7000.NRW	external-fixtures/data/nikon-nrw/raw.pixls.us/data/Nikon/Coolpix%20P7000/RAW_NIKON_P7000.NRW	Optional raw.pixls Nikon Coolpix P7000 NRW candidate for compact Nikon RAW coverage.
nifti-smoke	nifti	348	https://downloads.openmicroscopy.org/images/NIfTI/NIH/avg152T1_LR_nifti.hdr	external-fixtures/data/nifti/downloads.openmicroscopy.org/NIH/avg152T1_LR_nifti.hdr	Smallest public files for fast external smoke coverage.
nifti-smoke	nifti	348	https://downloads.openmicroscopy.org/images/NIfTI/NIH/avg152T1_RL_nifti.hdr	external-fixtures/data/nifti/downloads.openmicroscopy.org/NIH/avg152T1_RL_nifti.hdr	Smallest public files for fast external smoke coverage.
nifti-smoke	nifti	348	https://downloads.openmicroscopy.org/images/NIfTI/NIH/minimal.hdr	external-fixtures/data/nifti/downloads.openmicroscopy.org/NIH/minimal.hdr	Smallest public files for fast external smoke coverage.
nrrd-smoke	nrrd	151	https://downloads.openmicroscopy.org/images/NRRD/gordon/dt-helix.nhdr	external-fixtures/data/nrrd/downloads.openmicroscopy.org/gordon/dt-helix.nhdr	Smallest public files for fast external smoke coverage.
nrrd-smoke	nrrd	1659840	https://downloads.openmicroscopy.org/images/NRRD/gordon/dt-helix.raw	external-fixtures/data/nrrd/downloads.openmicroscopy.org/gordon/dt-helix.raw	Detached raw sidecar required by the NRRD smoke header.
nrrd-smoke	nrrd	261	https://downloads.openmicroscopy.org/images/NRRD/glencoe/version4/dt-helix.nhdr	external-fixtures/data/nrrd/downloads.openmicroscopy.org/glencoe/version4/dt-helix.nhdr	Smallest public files for fast external smoke coverage.
nrrd-smoke	nrrd	1659840	https://downloads.openmicroscopy.org/images/NRRD/glencoe/version4/dt-helix.raw	external-fixtures/data/nrrd/downloads.openmicroscopy.org/glencoe/version4/dt-helix.raw	Detached raw sidecar required by the NRRD smoke header.
nrrd-smoke	nrrd	529	https://downloads.openmicroscopy.org/images/NRRD/gordon/gk2-rcc-mask.nhdr	external-fixtures/data/nrrd/downloads.openmicroscopy.org/gordon/gk2-rcc-mask.nhdr	Smallest public files for fast external smoke coverage.
nrrd-smoke	nrrd	125977600	https://downloads.openmicroscopy.org/images/NRRD/gordon/gk2-rcc-mask.raw	external-fixtures/data/nrrd/downloads.openmicroscopy.org/gordon/gk2-rcc-mask.raw	Detached raw sidecar required by the NRRD smoke header.
nrrd-feature	nrrd	106478222	https://downloads.openmicroscopy.org/images/NRRD/midas/01011-dwi.raw.gz	external-fixtures/data/nrrd/downloads.openmicroscopy.org/midas/01011-dwi.raw.gz	Moderate-size public files for broader format feature coverage.
nrrd-feature	nrrd	125977600	https://downloads.openmicroscopy.org/images/NRRD/gordon/gk2-rcc-mask.raw	external-fixtures/data/nrrd/downloads.openmicroscopy.org/gordon/gk2-rcc-mask.raw	Moderate-size public files for broader format feature coverage.
obf-smoke	obf	216699	https://downloads.openmicroscopy.org/images/OBF/ngladitz/v6/test-v6-short-write.obf	external-fixtures/data/obf/downloads.openmicroscopy.org/ngladitz/v6/test-v6-short-write.obf	Smallest public files for fast external smoke coverage.
obf-smoke	obf	9454451	https://downloads.openmicroscopy.org/images/OBF/ngladitz/v4/test-v4.obf	external-fixtures/data/obf/downloads.openmicroscopy.org/ngladitz/v4/test-v4.obf	Smallest public files for fast external smoke coverage.
obf-smoke	obf	9467120	https://downloads.openmicroscopy.org/images/OBF/ngladitz/v6/test-v6.obf	external-fixtures/data/obf/downloads.openmicroscopy.org/ngladitz/v6/test-v6.obf	Smallest public files for fast external smoke coverage.
olympus-fluoview-smoke	olympus-fluoview	26001408	https://downloads.openmicroscopy.org/images/Olympus-FluoView/imagesc-71616/20220824_4492_cord_dapi__iba568_60x.oib	external-fixtures/data/olympus-fluoview/downloads.openmicroscopy.org/imagesc-71616/20220824_4492_cord_dapi__iba568_60x.oib	Smallest public files for fast external smoke coverage.
olympus-oir-smoke	olympus-oir	10621	https://downloads.openmicroscopy.org/images/Olympus-OIR/gh-4205/zenodo-13680725/matl.omp2info	external-fixtures/data/olympus-oir/downloads.openmicroscopy.org/gh-4205/zenodo-13680725/matl.omp2info	Smallest public files for fast external smoke coverage.
olympus-oir-smoke	olympus-oir	10621	https://downloads.openmicroscopy.org/images/Olympus-OIR/gh-4205/zenodo-13680725/matl_forVSIimages.omp2info	external-fixtures/data/olympus-oir/downloads.openmicroscopy.org/gh-4205/zenodo-13680725/matl_forVSIimages.omp2info	Smallest public files for fast external smoke coverage.
olympus-oir-smoke	olympus-oir	35448	https://downloads.openmicroscopy.org/images/Olympus-OIR/gh-4205/zenodo-13680725/Map_A01.hdf5	external-fixtures/data/olympus-oir/downloads.openmicroscopy.org/gh-4205/zenodo-13680725/Map_A01.hdf5	Smallest public files for fast external smoke coverage.
olympus-oir-feature	olympus-oir	54928638	https://downloads.openmicroscopy.org/images/Olympus-OIR/etienne/venus%20stack.ome.tif	external-fixtures/data/olympus-oir/downloads.openmicroscopy.org/etienne/venus%20stack.ome.tif	Moderate-size public files for broader format feature coverage.
olympus-oir-feature	olympus-oir	62697450	https://downloads.openmicroscopy.org/images/Olympus-OIR/gh-4205/zenodo-13680725/tiling-sample-brain-section_A01_G001_0001.oir	external-fixtures/data/olympus-oir/downloads.openmicroscopy.org/gh-4205/zenodo-13680725/tiling-sample-brain-section_A01_G001_0001.oir	Moderate-size public files for broader format feature coverage.
olympus-oir-regression-large	olympus-oir	834068980	https://downloads.openmicroscopy.org/images/Olympus-OIR/gh-4205/zenodo-13680725/Stitch_A01_G001_00001	external-fixtures/data/olympus-oir/downloads.openmicroscopy.org/gh-4205/zenodo-13680725/Stitch_A01_G001_00001	Large public regression/stress files; not for routine CI.
olympus-oir-regression-large	olympus-oir	1086911830	https://downloads.openmicroscopy.org/images/Olympus-OIR/gh-4205/zenodo-13680725/Stitch_A01_G001.oir	external-fixtures/data/olympus-oir/downloads.openmicroscopy.org/gh-4205/zenodo-13680725/Stitch_A01_G001.oir	Large public regression/stress files; not for routine CI.
ome-tiff-smoke	ome-tiff	2446	https://downloads.openmicroscopy.org/images/OME-TIFF/2008-09/single-image.ome.tiff	external-fixtures/data/ome-tiff/downloads.openmicroscopy.org/2008-09/single-image.ome.tiff	Smallest public files for fast external smoke coverage.
ome-tiff-smoke	ome-tiff	2752	https://downloads.openmicroscopy.org/images/OME-TIFF/2008-09/multi-pixel-default.ome.tiff	external-fixtures/data/ome-tiff/downloads.openmicroscopy.org/2008-09/multi-pixel-default.ome.tiff	Smallest public files for fast external smoke coverage.
ome-tiff-smoke	ome-tiff	2782	https://downloads.openmicroscopy.org/images/OME-TIFF/2008-09/multi-pixel-aquired.ome.tiff	external-fixtures/data/ome-tiff/downloads.openmicroscopy.org/2008-09/multi-pixel-aquired.ome.tiff	Smallest public files for fast external smoke coverage.
ome-xml-smoke	ome-xml	1183	https://downloads.openmicroscopy.org/images/OME-XML/2009-09/metadata-only.ome.xml	external-fixtures/data/ome-xml/downloads.openmicroscopy.org/2009-09/metadata-only.ome.xml	Smallest public files for fast external smoke coverage.
ome-xml-smoke	ome-xml	1432	https://downloads.openmicroscopy.org/images/OME-XML/2008-09/single-image.ome.xml	external-fixtures/data/ome-xml/downloads.openmicroscopy.org/2008-09/single-image.ome.xml	Smallest public files for fast external smoke coverage.
ome-xml-smoke	ome-xml	1726	https://downloads.openmicroscopy.org/images/OME-XML/2008-09/multi-pixel-default.ome.xml	external-fixtures/data/ome-xml/downloads.openmicroscopy.org/2008-09/multi-pixel-default.ome.xml	Smallest public files for fast external smoke coverage.
perkinelmer-columbus-smoke	perkinelmer-columbus	1030884	https://downloads.openmicroscopy.org/images/PerkinElmer-Columbus/idr0019/22_lines_HC_EGF_200145913/002003-11.tif	external-fixtures/data/perkinelmer-columbus/downloads.openmicroscopy.org/idr0019/22_lines_HC_EGF_200145913/002003-11.tif	Smallest public files for fast external smoke coverage.
perkinelmer-columbus-smoke	perkinelmer-columbus	1186068	https://downloads.openmicroscopy.org/images/PerkinElmer-Columbus/idr0019/22_lines_HC_EGF_200145913/002003-10.tif	external-fixtures/data/perkinelmer-columbus/downloads.openmicroscopy.org/idr0019/22_lines_HC_EGF_200145913/002003-10.tif	Smallest public files for fast external smoke coverage.
perkinelmer-columbus-smoke	perkinelmer-columbus	1272520	https://downloads.openmicroscopy.org/images/PerkinElmer-Columbus/idr0019/22_lines_HC_EGF_200145913/002003-2.tif	external-fixtures/data/perkinelmer-columbus/downloads.openmicroscopy.org/idr0019/22_lines_HC_EGF_200145913/002003-2.tif	Smallest public files for fast external smoke coverage.
perkinelmer-operetta-smoke	perkinelmer-operetta	178904	https://downloads.openmicroscopy.org/images/PerkinElmer-Operetta/59548/59548__2013-04-03T09_16_35-Measurement1/Assaylayout/Unnamed.xml	external-fixtures/data/perkinelmer-operetta/downloads.openmicroscopy.org/59548/59548__2013-04-03T09_16_35-Measurement1/Assaylayout/Unnamed.xml	Smallest public files for fast external smoke coverage.
perkinelmer-operetta-smoke	perkinelmer-operetta	1732971	https://downloads.openmicroscopy.org/images/PerkinElmer-Operetta/59548/96015bda-454a-4a19-929b-2212ce6b3a6b/r01c01-0991679013.tiff.gz	external-fixtures/data/perkinelmer-operetta/downloads.openmicroscopy.org/59548/96015bda-454a-4a19-929b-2212ce6b3a6b/r01c01-0991679013.tiff.gz	Smallest public files for fast external smoke coverage.
perkinelmer-operetta-smoke	perkinelmer-operetta	1741401	https://downloads.openmicroscopy.org/images/PerkinElmer-Operetta/59548/96015bda-454a-4a19-929b-2212ce6b3a6b/r01c02-1749148666.tiff.gz	external-fixtures/data/perkinelmer-operetta/downloads.openmicroscopy.org/59548/96015bda-454a-4a19-929b-2212ce6b3a6b/r01c02-1749148666.tiff.gz	Smallest public files for fast external smoke coverage.
perkinelmer-operetta-index-smoke	perkinelmer-operetta	178904	https://downloads.openmicroscopy.org/images/PerkinElmer-Operetta/59548/59548__2013-04-03T09_16_35-Measurement1/Assaylayout/Unnamed.xml	external-fixtures/data/perkinelmer-operetta/downloads.openmicroscopy.org/59548/59548__2013-04-03T09_16_35-Measurement1/Assaylayout/Unnamed.xml	Targeted structured smoke set; includes both assay and image index XML.
perkinelmer-operetta-index-smoke	perkinelmer-operetta	1808132	https://downloads.openmicroscopy.org/images/PerkinElmer-Operetta/59548/59548__2013-04-03T09_16_35-Measurement1/Images/Index.ref.xml	external-fixtures/data/perkinelmer-operetta/downloads.openmicroscopy.org/59548/59548__2013-04-03T09_16_35-Measurement1/Images/Index.ref.xml	Targeted structured smoke set; image index XML omitted by mechanical smallest-file smoke selection.
perkinelmer-operetta-index-smoke	perkinelmer-operetta	1732971	https://downloads.openmicroscopy.org/images/PerkinElmer-Operetta/59548/96015bda-454a-4a19-929b-2212ce6b3a6b/r01c01-0991679013.tiff.gz	external-fixtures/data/perkinelmer-operetta/downloads.openmicroscopy.org/59548/96015bda-454a-4a19-929b-2212ce6b3a6b/r01c01-0991679013.tiff.gz	Targeted structured smoke set; small image payload candidate.
png-smoke	png	6316	https://downloads.openmicroscopy.org/images/PNG/user-1/dataset-user-1/user-1%2001%20TEST.png	external-fixtures/data/png/downloads.openmicroscopy.org/user-1/dataset-user-1/user-1%2001%20TEST.png	Smallest public files for fast external smoke coverage.
png-smoke	png	6316	https://downloads.openmicroscopy.org/images/PNG/user-10/dataset-user-10/user-10%2001%20TEST.png	external-fixtures/data/png/downloads.openmicroscopy.org/user-10/dataset-user-10/user-10%2001%20TEST.png	Smallest public files for fast external smoke coverage.
png-smoke	png	6361	https://downloads.openmicroscopy.org/images/PNG/user-1/Pdataset-user-1/user-1%2007%20TEST.png	external-fixtures/data/png/downloads.openmicroscopy.org/user-1/Pdataset-user-1/user-1%2007%20TEST.png	Smallest public files for fast external smoke coverage.
scanr-smoke	scanr	10658	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/AcquisitionLog.dat	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/AcquisitionLog.dat	Smallest public files for fast external smoke coverage.
scanr-smoke	scanr	2752872	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--pm-647.tif	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--pm-647.tif	Smallest public files for fast external smoke coverage.
scanr-smoke	scanr	2752872	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/data/--W00003--P00001--Z00000--T00000--pm-647.tif	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/data/--W00003--P00001--Z00000--T00000--pm-647.tif	Smallest public files for fast external smoke coverage.
scanr-image-smoke	scanr	2752878	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--nucleus-dapi.tif	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--nucleus-dapi.tif	Targeted readable image smoke set; one site with three channels.
scanr-image-smoke	scanr	2752872	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--pm-647.tif	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--pm-647.tif	Targeted readable image smoke set; one site with three channels.
scanr-image-smoke	scanr	2752874	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--vsvg-cfp.tif	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--vsvg-cfp.tif	Targeted readable image smoke set; one site with three channels.
scanr-benchmark-smoke	scanr	51477	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/experiment_descriptor.xml	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/experiment_descriptor.xml	Targeted Java-readable benchmark set; descriptor with one complete three-channel site.
scanr-benchmark-smoke	scanr	122576	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/experiment_descriptor.dat	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/experiment_descriptor.dat	Targeted Java-readable benchmark set; ScanR descriptor sidecar.
scanr-benchmark-smoke	scanr	10658	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/AcquisitionLog.dat	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/AcquisitionLog.dat	Targeted Java-readable benchmark set; acquisition log sidecar.
scanr-benchmark-smoke	scanr	2752878	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--nucleus-dapi.tif	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--nucleus-dapi.tif	Targeted Java-readable benchmark set; one site with three channels.
scanr-benchmark-smoke	scanr	2752872	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--pm-647.tif	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--pm-647.tif	Targeted Java-readable benchmark set; one site with three channels.
scanr-benchmark-smoke	scanr	2752874	https://downloads.openmicroscopy.org/images/ScanR/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--vsvg-cfp.tif	external-fixtures/data/scanr/downloads.openmicroscopy.org/idr0009/0307-10--2007-05-30/data/--W00002--P00001--Z00000--T00000--vsvg-cfp.tif	Targeted Java-readable benchmark set; one site with three channels.
sdt-smoke	sdt	30039135	https://downloads.openmicroscopy.org/images/SDT/gh-4198/FocalCheck_A1_20x_8xzoom_800nm.sdt	external-fixtures/data/sdt/downloads.openmicroscopy.org/gh-4198/FocalCheck_A1_20x_8xzoom_800nm.sdt	Smallest public files for fast external smoke coverage.
spc-fifo-smoke	spc-fifo	13655	https://downloads.openmicroscopy.org/images/SPC-FIFO/biofisika/conv-256x256.set	external-fixtures/data/spc-fifo/downloads.openmicroscopy.org/biofisika/conv-256x256.set	Smallest public files for fast external smoke coverage.
spc-fifo-smoke	spc-fifo	32888548	https://downloads.openmicroscopy.org/images/SPC-FIFO/biofisika/conv-256x256.spc	external-fixtures/data/spc-fifo/downloads.openmicroscopy.org/biofisika/conv-256x256.spc	Smallest public files for fast external smoke coverage.
svs-feature	svs	609174117	https://downloads.openmicroscopy.org/images/SVS/77928.svs	external-fixtures/data/svs/downloads.openmicroscopy.org/77928.svs	Moderate-size public files for broader format feature coverage.
svs-feature	svs	704041277	https://downloads.openmicroscopy.org/images/SVS/77917.svs	external-fixtures/data/svs/downloads.openmicroscopy.org/77917.svs	Moderate-size public files for broader format feature coverage.
tiff-smoke	tiff	33	https://downloads.openmicroscopy.org/images/TIFF/cellprofiler/fruit-fly-cells/POS002.pattern/POS002.pattern	external-fixtures/data/tiff/downloads.openmicroscopy.org/cellprofiler/fruit-fly-cells/POS002.pattern/POS002.pattern	Smallest public files for fast external smoke coverage.
tiff-smoke	tiff	33	https://downloads.openmicroscopy.org/images/TIFF/cellprofiler/fruit-fly-cells/POS076.pattern/POS076.pattern	external-fixtures/data/tiff/downloads.openmicroscopy.org/cellprofiler/fruit-fly-cells/POS076.pattern/POS076.pattern	Smallest public files for fast external smoke coverage.
tiff-smoke	tiff	33	https://downloads.openmicroscopy.org/images/TIFF/cellprofiler/fruit-fly-cells/POS218.pattern/POS218.pattern	external-fixtures/data/tiff/downloads.openmicroscopy.org/cellprofiler/fruit-fly-cells/POS218.pattern/POS218.pattern	Smallest public files for fast external smoke coverage.
trestle-smoke	trestle	14	https://downloads.openmicroscopy.org/images/Trestle/openslide/CMU-1/CMU-1.sld	external-fixtures/data/trestle/downloads.openmicroscopy.org/openslide/CMU-1/CMU-1.sld	Smallest public files for fast external smoke coverage.
trestle-smoke	trestle	27	https://downloads.openmicroscopy.org/images/Trestle/openslide/CMU-1/CMU-1.ROI-draw	external-fixtures/data/trestle/downloads.openmicroscopy.org/openslide/CMU-1/CMU-1.ROI-draw	Smallest public files for fast external smoke coverage.
trestle-smoke	trestle	35	https://downloads.openmicroscopy.org/images/Trestle/openslide/CMU-1/CMU-1.slx	external-fixtures/data/trestle/downloads.openmicroscopy.org/openslide/CMU-1/CMU-1.slx	Smallest public files for fast external smoke coverage.
trestle-feature	trestle	163649046	https://downloads.openmicroscopy.org/images/Trestle/openslide/CMU-1/CMU-1.tif	external-fixtures/data/trestle/downloads.openmicroscopy.org/openslide/CMU-1/CMU-1.tif	Moderate-size public files for broader format feature coverage.
u-track-smoke	u-track	610248	https://downloads.openmicroscopy.org/images/u-track/integrins.zip	external-fixtures/data/u-track/downloads.openmicroscopy.org/integrins.zip	Smallest public files for fast external smoke coverage.
vectra-qptiff-smoke	vectra-qptiff	31020	https://downloads.openmicroscopy.org/images/Vectra-QPTIFF/perkinelmer/PKI_Image%20Format.docx	external-fixtures/data/vectra-qptiff/downloads.openmicroscopy.org/perkinelmer/PKI_Image%20Format.docx	Smallest public files for fast external smoke coverage.
vectra-qptiff-smoke	vectra-qptiff	24152250	https://downloads.openmicroscopy.org/images/Vectra-QPTIFF/perkinelmer/PKI_fields/HnE_3_1x1component_data.tif	external-fixtures/data/vectra-qptiff/downloads.openmicroscopy.org/perkinelmer/PKI_fields/HnE_3_1x1component_data.tif	Smallest public files for fast external smoke coverage.
vectra-qptiff-smoke	vectra-qptiff	85347446	https://downloads.openmicroscopy.org/images/Vectra-QPTIFF/perkinelmer/PKI_fields/LuCa-7color_%5B13860%2C52919%5D_1x1component_data.tif	external-fixtures/data/vectra-qptiff/downloads.openmicroscopy.org/perkinelmer/PKI_fields/LuCa-7color_%5B13860%2C52919%5D_1x1component_data.tif	Smallest public files for fast external smoke coverage.
vectra-qptiff-feature	vectra-qptiff	85347446	https://downloads.openmicroscopy.org/images/Vectra-QPTIFF/perkinelmer/PKI_fields/LuCa-7color_%5B13860%2C52919%5D_1x1component_data.tif	external-fixtures/data/vectra-qptiff/downloads.openmicroscopy.org/perkinelmer/PKI_fields/LuCa-7color_%5B13860%2C52919%5D_1x1component_data.tif	Moderate-size public files for broader format feature coverage.
vectra-qptiff-feature	vectra-qptiff	116848824	https://downloads.openmicroscopy.org/images/Vectra-QPTIFF/perkinelmer/PKI_fields/HandEcompressed_%5B11004%2C54205%5D_2x2component_data.tif	external-fixtures/data/vectra-qptiff/downloads.openmicroscopy.org/perkinelmer/PKI_fields/HandEcompressed_%5B11004%2C54205%5D_2x2component_data.tif	Moderate-size public files for broader format feature coverage.
vectra-qptiff-feature	vectra-qptiff	421825729	https://downloads.openmicroscopy.org/images/Vectra-QPTIFF/perkinelmer/PKI_scans/HandEcompressed_Scan1.qptiff	external-fixtures/data/vectra-qptiff/downloads.openmicroscopy.org/perkinelmer/PKI_scans/HandEcompressed_Scan1.qptiff	Moderate-size public files for broader format feature coverage.
vectra-qptiff-regression-large	vectra-qptiff	922766286	https://downloads.openmicroscopy.org/images/Vectra-QPTIFF/perkinelmer/PKI_fields/LuCa-7color_%5B17572%2C60173%5D_3x3component_data.tif	external-fixtures/data/vectra-qptiff/downloads.openmicroscopy.org/perkinelmer/PKI_fields/LuCa-7color_%5B17572%2C60173%5D_3x3component_data.tif	Large public regression/stress files; not for routine CI.
vectra-qptiff-regression-large	vectra-qptiff	2090277544	https://downloads.openmicroscopy.org/images/Vectra-QPTIFF/perkinelmer/PKI_scans/LuCa-7color_Scan1.qptiff	external-fixtures/data/vectra-qptiff/downloads.openmicroscopy.org/perkinelmer/PKI_scans/LuCa-7color_Scan1.qptiff	Large public regression/stress files; not for routine CI.
vectra-qptiff-regression-large	vectra-qptiff	2758054412	https://downloads.openmicroscopy.org/images/Vectra-QPTIFF/perkinelmer/PKI_scans/HandEuncompressed_Scan1.qptiff	external-fixtures/data/vectra-qptiff/downloads.openmicroscopy.org/perkinelmer/PKI_scans/HandEuncompressed_Scan1.qptiff	Large public regression/stress files; not for routine CI.
ventana-smoke	ventana	227377284	https://downloads.openmicroscopy.org/images/Ventana/openslide/Ventana-1.bif	external-fixtures/data/ventana/downloads.openmicroscopy.org/openslide/Ventana-1.bif	Smallest public files for fast external smoke coverage.
ventana-feature	ventana	227377284	https://downloads.openmicroscopy.org/images/Ventana/openslide/Ventana-1.bif	external-fixtures/data/ventana/downloads.openmicroscopy.org/openslide/Ventana-1.bif	Moderate-size public files for broader format feature coverage.
ventana-regression-large	ventana	2717833684	https://downloads.openmicroscopy.org/images/Ventana/openslide/OS-2.bif	external-fixtures/data/ventana/downloads.openmicroscopy.org/openslide/OS-2.bif	Large public regression/stress files; not for routine CI.
ventana-regression-large	ventana	3871468922	https://downloads.openmicroscopy.org/images/Ventana/openslide/OS-1.bif	external-fixtures/data/ventana/downloads.openmicroscopy.org/openslide/OS-1.bif	Large public regression/stress files; not for routine CI.
